date,sleep_score,sleep_total_min,hr_night_avg,steps_total,active_kcal,sleep_deep_min,sleep_rem_min,sleep_awakenings,data_era,day_of_week,month
2022-02-27,74.89,472.98333333333335,67.9125,10343.0,279.0,0.0,0.0,0.0,0,6,2
2022-02-28,82.15,456.98333333333335,65.73333333333333,10579.0,664.0,0.0,0.0,0.0,0,0,2
2022-03-01,75.89,426.98333333333335,67.2375,9807.0,555.0,0.0,0.0,0.0,0,1,3
2022-03-02,75.24,483.98333333333335,65.84166666666667,8414.0,317.0,0.0,0.0,0.0,0,2,3
2022-03-03,73.37,475.98333333333335,68.425,10290.0,783.0,0.0,0.0,0.0,0,3,3
2022-03-04,73.07,473.98333333333335,68.95833333333333,8676.0,458.0,0.0,0.0,0.0,0,4,3
2022-03-05,63.59,522.9833333333333,67.1125,15016.0,410.0,0.0,0.0,0.0,0,5,3
2022-03-06,69.65,494.98333333333335,67.73333333333333,15635.0,408.0,0.0,0.0,0.0,0,6,3
2022-03-07,75.22,485.98333333333335,65.52083333333333,20067.0,675.0,0.0,0.0,0.0,0,0,3
2022-03-08,83.21,458.98333333333335,64.69583333333334,21170.0,543.0,0.0,0.0,0.0,0,1,3
2022-03-09,82.83,468.98333333333335,63.28333333333333,22318.0,718.0,0.0,0.0,0.0,0,2,3
2022-03-10,69.5,497.98333333333335,67.33333333333333,16782.0,481.0,0.0,0.0,0.0,0,3,3
2022-03-11,81.21,452.98333333333335,67.02916666666667,17557.0,597.0,0.0,0.0,0.0,0,4,3
2022-03-12,75.92,477.98333333333335,66.3875,12030.0,545.0,0.0,0.0,0.0,0,5,3
2022-03-13,71.62,491.98333333333335,66.92083333333333,2588.0,532.0,0.0,0.0,0.0,0,6,3
2022-03-14,70.5,476.98333333333335,70.17083333333333,10528.0,953.0,0.0,0.0,0.0,0,0,3
2022-03-15,54.56,537.9833333333333,70.62916666666666,10068.0,487.0,0.0,0.0,0.0,0,1,3
2022-03-16,60.52,527.9833333333333,68.325,10908.0,854.0,0.0,0.0,0.0,0,2,3
2022-03-17,70.27,489.98333333333335,68.15416666666667,8563.0,673.0,0.0,0.0,0.0,0,3,3
2022-03-18,24.99,665.9833333333333,69.00833333333334,8091.0,326.0,0.0,0.0,0.0,0,4,3
2022-03-19,50.11,575.9833333333333,67.2625,4304.0,602.0,0.0,0.0,0.0,0,5,3
2022-03-20,71.82,481.98333333333335,68.45416666666667,15243.0,949.0,0.0,0.0,0.0,0,6,3
2022-03-21,70.19,495.98333333333335,67.20833333333333,10844.0,884.0,0.0,0.0,0.0,0,0,3
